external_school_id,id,schoolType,school_id,URL
2872928,ca468d0f-3c96-408d-863a-6486b2a1769e,internalAndExternal,24806,https://childcare.ececd.nm.gov/-24806
64351,8be165b3-4d65-43be-85af-e7b3c902c4d0,internalAndExternal,10259,https://childcare.ececd.nm.gov/-10259
344456,99bc703f-486a-46e1-b6df-b3edc881535e,internalAndExternal,16195,https://childcare.ececd.nm.gov/-16195
330984,99986880-a20f-40ed-8443-efdd3e46e924,internalAndExternal,11728,https://childcare.ececd.nm.gov/-11728
,79dac9c7-4fc2-4436-9a39-3cab6397351b,internalAndExternal,17816,https://childcare.ececd.nm.gov/-17816
154504,f3224d33-63e5-471a-bfe3-62a659497d42,internalAndExternal,8736,https://childcare.ececd.nm.gov/-8736
,91295dc9-0c55-487e-ba72-c8dc89a3716b,internalAndExternal,8821,https://childcare.ececd.nm.gov/-8821
64198,a8c024bb-80a3-45c1-9e15-64d2b729846d,internalAndExternal,8837,https://childcare.ececd.nm.gov/-8837
63641,d0ca1d75-e842-424f-88ef-0a015924bea1,internalAndExternal,8872,https://childcare.ececd.nm.gov/-8872
64316,fab00765-6bb4-4815-a2ce-10ff62805a89,internalAndExternal,8931,https://childcare.ececd.nm.gov/-8931
155343,27c3c968-5230-4916-acfe-641b61684f44,internalAndExternal,8992,https://childcare.ececd.nm.gov/-8992
64350,7a1bbf12-80c5-409d-95c2-dfd7ed7a6e1e,internalAndExternal,9022,https://childcare.ececd.nm.gov/-9022
155152,9aa456e6-7f9a-4e3d-ab4b-f180b72e81e7,internalAndExternal,9041,https://childcare.ececd.nm.gov/-9041
126053,fdfcd601-37fe-4f2b-8499-709c9cdde115,internalAndExternal,9056,https://childcare.ececd.nm.gov/-9056
792397,c5855d20-8368-4fd6-bcb4-3bd5bab51aa4,internalAndExternal,9146,https://childcare.ececd.nm.gov/-9146
154623,fa01d6e7-0e5d-4959-bd65-087eafbadd0a,internalAndExternal,9270,https://childcare.ececd.nm.gov/-9270
64240,79c66eee-7ffb-4e14-adcc-e91e65945194,internalAndExternal,9272,https://childcare.ececd.nm.gov/-9272
155352,399f022b-33b7-48f0-9f88-1eeb901cd004,internalAndExternal,9283,https://childcare.ececd.nm.gov/-9283
358340,efc8fbed-e536-4d11-842f-e198812c408f,internalAndExternal,9424,https://childcare.ececd.nm.gov/-9424
155257,ad748567-6e4a-459b-8c44-c0e9663a2070,internalAndExternal,9440,https://childcare.ececd.nm.gov/-9440
63708,97f9856a-e57e-4057-83e9-da2207cca00b,internalAndExternal,9483,https://childcare.ececd.nm.gov/-9483
64425,456606f1-ae68-4c6a-8980-e55b9db49b51,internalAndExternal,9514,https://childcare.ececd.nm.gov/-9514
155241,05b6081c-bdb8-4adc-8576-7367779d3191,internalAndExternal,9539,https://childcare.ececd.nm.gov/-9539
64085,42c8d4e6-beac-4653-8be5-c2e6263455cf,internalAndExternal,10864,https://childcare.ececd.nm.gov/-10864
64038,a0ef507b-16d9-48df-b4fc-25e12eab7470,internalAndExternal,10885,https://childcare.ececd.nm.gov/-10885
63684,83132638-bd26-4105-9a6d-6031a38ead1d,internalAndExternal,10902,https://childcare.ececd.nm.gov/-10902
64121,32fee47b-2e3e-4c3a-8cb7-a3fbfa97f0fc,internalAndExternal,10922,https://childcare.ececd.nm.gov/-10922
63697,6d22c0a9-872b-4f7a-a062-4e2b94057e4d,internalAndExternal,10954,https://childcare.ececd.nm.gov/-10954
63929,bf3f4b48-ae9e-4ed9-9293-0a9092e44ba5,internalAndExternal,10968,https://childcare.ececd.nm.gov/-10968
63965,771eef60-ff63-470d-9275-65432695c2ed,internalAndExternal,10969,https://childcare.ececd.nm.gov/-10969
63849,dd70c05e-dab9-4ac7-9122-a8e53a4f5325,internalAndExternal,11092,https://childcare.ececd.nm.gov/-11092
63714,bbb1379a-01bd-41af-8363-3180deb3468e,internalAndExternal,11138,https://childcare.ececd.nm.gov/-11138
64059,bc4d708b-5800-489a-a3d3-ec4ad04c9ca9,internalAndExternal,11183,https://childcare.ececd.nm.gov/-11183
64456,3c691946-f197-49bf-aa51-0fc3210a2c8e,internalAndExternal,11240,https://childcare.ececd.nm.gov/-11240
64147,1fb78ae4-ff41-4d4b-84f2-bb32f3db15cd,internalAndExternal,11281,https://childcare.ececd.nm.gov/-11281
,e8550736-1344-4cca-8ea3-2a8389421d8a,internalAndExternal,11302,https://childcare.ececd.nm.gov/-11302
63953,bb57f368-9fe5-45d6-b758-3ddbd22aa791,internalAndExternal,11465,https://childcare.ececd.nm.gov/-11465
64193,b9fe4dcd-3bcc-4516-b26d-0af77aba4053,internalAndExternal,11572,https://childcare.ececd.nm.gov/-11572
,e1bbeb02-2713-4b4a-a7d9-462dd2b0141a,internalAndExternal,11573,https://childcare.ececd.nm.gov/-11573
64443,c4fac912-e1e9-4cbe-afd4-d56f62187153,internalAndExternal,11578,https://childcare.ececd.nm.gov/-11578
63663,a1f8c84b-1123-473c-a881-9b1ed857d49e,internalAndExternal,11618,https://childcare.ececd.nm.gov/-11618
64051,dc275aa5-2ffd-4c94-a8c1-e8249d28af84,internalAndExternal,11638,https://childcare.ececd.nm.gov/-11638
63830,b548aeb3-757c-4c12-af90-922fac3b9cce,internalAndExternal,11653,https://childcare.ececd.nm.gov/-11653
353224,22ae5065-aed9-4ee4-8f91-2a4c729f3732,internalAndExternal,11739,https://childcare.ececd.nm.gov/-11739
64207,a8c55645-ca76-4f96-8b5b-48c2a0ba4337,internalAndExternal,9932,https://childcare.ececd.nm.gov/-9932
64056,56911a0d-76fa-4f72-ad28-5938aaff4243,internalAndExternal,9955,https://childcare.ececd.nm.gov/-9955
63819,b1e9ff0f-93d5-4b7f-aff1-a55a0d5619bf,internalAndExternal,9963,https://childcare.ececd.nm.gov/-9963
64090,f2ecf3db-b370-41c4-b18c-964c53712b13,internalAndExternal,10089,https://childcare.ececd.nm.gov/-10089
64455,675cce64-6143-4c5b-837b-124225543196,internalAndExternal,10103,https://childcare.ececd.nm.gov/-10103
64091,12f447e0-5f6c-453c-a5b9-2fe2a5fe33c9,internalAndExternal,10110,https://childcare.ececd.nm.gov/-10110
,5181201a-cb5a-49ec-81b4-6b7ade58a82b,internalAndExternal,10244,https://childcare.ececd.nm.gov/-10244
64427,0f3d009e-afab-4888-9587-6f29fc45a731,internalAndExternal,10325,https://childcare.ececd.nm.gov/-10325
64126,8f04dcf9-e89b-4414-9614-6e6b586d90fa,internalAndExternal,10468,https://childcare.ececd.nm.gov/-10468
63972,54938007-e44d-492b-9868-58fd4fe7270b,internalAndExternal,10564,https://childcare.ececd.nm.gov/-10564
64452,81500c5a-aea6-4f82-b49c-826370fe25a6,internalAndExternal,10628,https://childcare.ececd.nm.gov/-10628
63923,a14d6fb8-a9af-4053-94e7-29b491ac9bd5,internalAndExternal,10664,https://childcare.ececd.nm.gov/-10664
63887,3bc939d0-888e-407a-a58f-fc2f9851df93,internalAndExternal,10665,https://childcare.ececd.nm.gov/-10665
235463,fcc5f977-9a1d-4c23-a14d-e1047737d5c4,internalAndExternal,10680,https://childcare.ececd.nm.gov/-10680
63794,f0b6215b-5c61-49be-85a2-5c37eb163c89,internalAndExternal,10685,https://childcare.ececd.nm.gov/-10685
64123,d21f17ad-fbb7-46af-b6ef-3576b44d39fa,internalAndExternal,10705,https://childcare.ececd.nm.gov/-10705
64125,981dafb1-c775-4d34-ba2b-aa19c4ee5a83,internalAndExternal,10745,https://childcare.ececd.nm.gov/-10745
64228,064c87f9-3cf3-4f5c-9300-ca07dff508d9,internalAndExternal,10808,https://childcare.ececd.nm.gov/-10808
63899,84377d89-1460-48d0-9802-c8358feed127,internalAndExternal,7530,https://childcare.ececd.nm.gov/-7530
154591,553d1ec7-ecfb-40c7-8326-62b763d5a543,internalAndExternal,7531,https://childcare.ececd.nm.gov/-7531
64402,2dc9213e-9b31-41fe-9a26-886491b521fb,internalAndExternal,7541,https://childcare.ececd.nm.gov/-7541
63698,3647aa05-7b2b-46d8-835a-58895d00cb6b,internalAndExternal,7544,https://childcare.ececd.nm.gov/-7544
155057,092fc18d-b2b5-4585-abba-243c7d9b41ae,internalAndExternal,7547,https://childcare.ececd.nm.gov/-7547
155215,07d30738-4a2b-4f8f-a5d2-af83afb45b0c,internalAndExternal,7548,https://childcare.ececd.nm.gov/-7548
155351,f12300b3-7aab-45fa-b89f-b9b54deb4f3a,internalAndExternal,7551,https://childcare.ececd.nm.gov/-7551
155081,1be1dad8-02da-47f4-a06e-9bea8fa53c43,internalAndExternal,7552,https://childcare.ececd.nm.gov/-7552
,efb9ca04-6a29-4728-9622-65665c0a66e6,internalAndExternal,7591,https://childcare.ececd.nm.gov/-7591
155365,f1f29a3f-a676-4af6-bf8e-cd0749379bfa,internalAndExternal,7617,https://childcare.ececd.nm.gov/-7617
155114,da1d888e-1e48-4bc1-89c0-dea315fe75f4,internalAndExternal,7626,https://childcare.ececd.nm.gov/-7626
155113,cbaf291b-faf8-4e9d-8df1-c85df83879d8,internalAndExternal,7669,https://childcare.ececd.nm.gov/-7669
155374,27b2a395-f37c-4c07-a024-c0fda8054ba4,internalAndExternal,7676,https://childcare.ececd.nm.gov/-7676
155361,9cd63529-1310-4f13-b565-2df770a54a16,internalAndExternal,7684,https://childcare.ececd.nm.gov/-7684
263300,9703e8b7-eebe-4e6e-bbcf-04b177504d35,internalAndExternal,7687,https://childcare.ececd.nm.gov/-7687
63706,bd878be1-db70-48ee-84a2-c52e34d5f293,internalAndExternal,7710,https://childcare.ececd.nm.gov/-7710
155107,7fd5a767-d245-4bca-8f10-923ade0b0845,internalAndExternal,7749,https://childcare.ececd.nm.gov/-7749
64289,75dedf79-f3c8-4bfd-9e65-45c5256176e1,internalAndExternal,7755,https://childcare.ececd.nm.gov/-7755
64360,8ca900ec-8994-4c7f-bf6d-a82ce01a1dad,internalAndExternal,7778,https://childcare.ececd.nm.gov/-7778
155334,d10f70c2-22fc-423e-ab23-4d6559fefa5b,internalAndExternal,7801,https://childcare.ececd.nm.gov/-7801
155091,21456610-8f20-484c-838b-a96bf666d100,internalAndExternal,7813,https://childcare.ececd.nm.gov/-7813
155300,bbfd4cda-6dc7-42f5-bf89-6bc398dd99b2,internalAndExternal,7819,https://childcare.ececd.nm.gov/-7819
155396,c247cbcb-f365-403c-b4c6-8593c9fbe494,internalAndExternal,7836,https://childcare.ececd.nm.gov/-7836
64297,edfed66b-676f-44f7-a36c-1afc4831d0ed,internalAndExternal,7850,https://childcare.ececd.nm.gov/-7850
155390,b3fb68e0-4d1e-4031-85d9-6fb2e87151b6,internalAndExternal,7892,https://childcare.ececd.nm.gov/-7892
64375,79ced4d8-c919-41c7-ad98-4dd4ef4e48b4,internalAndExternal,7893,https://childcare.ececd.nm.gov/-7893
64355,ee7570ad-2ffe-454d-8297-bab452c8b19d,internalAndExternal,7945,https://childcare.ececd.nm.gov/-7945
64221,18e6849d-78df-4048-bad1-fe76a18a12c7,internalAndExternal,7947,https://childcare.ececd.nm.gov/-7947
,dd2336fc-a8f9-46fc-96ab-31cbb4739781,internalAndExternal,7952,https://childcare.ececd.nm.gov/-7952
155371,cc7032f9-90d1-4f96-9657-028838728350,internalAndExternal,8013,https://childcare.ececd.nm.gov/-8013
64146,dbd98c1e-5057-438c-b2bf-9c8628994bf2,internalAndExternal,8195,https://childcare.ececd.nm.gov/-8195
64314,9e7d4276-1832-421c-b45f-ee85a5b726d8,internalAndExternal,8259,https://childcare.ececd.nm.gov/-8259
64217,9133e1c2-f7ee-4948-9023-2a70546cd699,internalAndExternal,8304,https://childcare.ececd.nm.gov/-8304
155134,9810e1cd-88f9-4ac3-9774-0de0216133fe,internalAndExternal,8433,https://childcare.ececd.nm.gov/-8433
347846,fed12aff-c96e-48ec-aeb5-5f9bf3b1acd6,internalAndExternal,8456,https://childcare.ececd.nm.gov/-8456
154725,40bfdb24-e75f-45e5-8147-f6ca91b17ec4,internalAndExternal,8515,https://childcare.ececd.nm.gov/-8515
154986,f4a9ff9a-2124-49fe-9026-3fb6d8d374c3,internalAndExternal,8564,https://childcare.ececd.nm.gov/-8564
154496,7a6e326c-6430-4d17-bf31-391bdac161dd,internalAndExternal,8690,https://childcare.ececd.nm.gov/-8690
155240,f87debb9-9bf8-4429-9e80-13a9c5446873,internalAndExternal,8691,https://childcare.ececd.nm.gov/-8691
154599,0314892d-e09e-43bd-857f-4fc78ff56c64,internalAndExternal,8693,https://childcare.ececd.nm.gov/-8693
64376,acadc50a-98ee-49af-8a6a-a6bd07cf495a,internalAndExternal,8697,https://childcare.ececd.nm.gov/-8697
63945,16e7b28f-946c-4468-ad77-2a50bf592032,internalAndExternal,11771,https://childcare.ececd.nm.gov/-11771
63888,05eeb1e0-3d8d-4d84-81ed-67f98e04a477,internalAndExternal,12031,https://childcare.ececd.nm.gov/-12031
63883,001ab035-50f6-4700-a407-759fea3f016c,internalAndExternal,12126,https://childcare.ececd.nm.gov/-12126
155171,48776859-4161-4e36-a1c0-f829bcb22f26,internalAndExternal,12186,https://childcare.ececd.nm.gov/-12186
64421,c55bed6e-6330-4d27-a93c-a78620e65c9d,internalAndExternal,12313,https://childcare.ececd.nm.gov/-12313
63890,b4ae29d1-6aed-4806-9613-4eb9e08543d7,internalAndExternal,12333,https://childcare.ececd.nm.gov/-12333
64219,9e6ad759-92d1-4bc5-9a79-b94603bb98b5,internalAndExternal,12377,https://childcare.ececd.nm.gov/-12377
63943,2bee4886-ac0a-433c-9441-e283ea3dba6a,internalAndExternal,12523,https://childcare.ececd.nm.gov/-12523
64415,9dc0c5a5-9b9d-4ea7-a639-86b91a1db174,internalAndExternal,12621,https://childcare.ececd.nm.gov/-12621
,9f879a5e-1e40-4b63-a214-fda846ad3119,internalAndExternal,12678,https://childcare.ececd.nm.gov/-12678
63718,9803d0c8-fecb-46b2-9da8-e815b9ab6094,internalAndExternal,12847,https://childcare.ececd.nm.gov/-12847
63832,d751696c-3fc0-4095-be4b-a3d73ab8fafd,internalAndExternal,12865,https://childcare.ececd.nm.gov/-12865
64400,46100ad6-dcb3-4b71-bb61-6a6409019fae,internalAndExternal,13209,https://childcare.ececd.nm.gov/-13209
63950,141a3cec-2160-4bb6-97bd-7f34e4b32194,internalAndExternal,13318,https://childcare.ececd.nm.gov/-13318
614155,80e1d602-df14-4f9a-aad6-594b78c9f911,internalAndExternal,13623,https://childcare.ececd.nm.gov/-13623
64423,2bee4fce-fb28-4966-b1c5-95908e13e18c,internalAndExternal,13743,https://childcare.ececd.nm.gov/-13743
263325,1bc4a1eb-2449-4cdd-bbf9-040ed0012e41,internalAndExternal,15037,https://childcare.ececd.nm.gov/-15037
,da153195-8b92-44a4-a106-69bf760b7fac,internalAndExternal,15581,https://childcare.ececd.nm.gov/-15581
348549,442f62ca-bf3a-42e1-8496-a6226e6afc9e,internalAndExternal,15828,https://childcare.ececd.nm.gov/-15828
345577,31d9e743-760f-404e-b59a-a7190ebf9c22,internalAndExternal,15909,https://childcare.ececd.nm.gov/-15909
345344,c8bcc522-ae80-4bc2-a1a1-fac7f16602f3,internalAndExternal,16393,https://childcare.ececd.nm.gov/-16393
,dc40ebee-bf88-4857-87eb-f3fc72f15031,internalAndExternal,16406,https://childcare.ececd.nm.gov/-16406
358595,b3875570-f258-40db-b1a5-9feb1f7e3c89,internalAndExternal,16995,https://childcare.ececd.nm.gov/-16995
,cbe53b0e-cab1-4973-910d-1bd1240c3e92,internalAndExternal,17315,https://childcare.ececd.nm.gov/-17315
64424,c9e69522-2c68-4d37-91bc-614b8785450c,internalAndExternal,17635,https://childcare.ececd.nm.gov/-17635
8443,f118ed09-41dc-4fb8-9db2-27f5a3b2ac3c,internalAndExternal,17843,https://childcare.ececd.nm.gov/-17843
1628989,1f6b01b4-ea95-421e-bbac-d6867712107a,internalAndExternal,19770,https://childcare.ececd.nm.gov/-19770
396005,6336bd10-4dfb-46cf-ba2c-9c2ec2e0b663,internalAndExternal,6164,https://childcare.ececd.nm.gov/-6164
63638,886278a4-55ce-46bc-a7fe-38409f4de247,internalAndExternal,8740,https://childcare.ececd.nm.gov/-8740
154636,d81c9849-7450-4c7c-a501-e297d648d5af,internalAndExternal,8775,https://childcare.ececd.nm.gov/-8775
155030,41c42304-1acb-4ef8-bdd0-7861e75499d0,internalAndExternal,8830,https://childcare.ececd.nm.gov/-8830
155082,2923db84-bf09-419e-b6c7-03737a156b93,internalAndExternal,8831,https://childcare.ececd.nm.gov/-8831
154674,5f3655ac-789e-4883-81d2-f026d909927d,internalAndExternal,8832,https://childcare.ececd.nm.gov/-8832
155183,3e5419d3-36ac-4c2a-b732-b122d71b3c29,internalAndExternal,8836,https://childcare.ececd.nm.gov/-8836
64187,68b7ce25-48c1-4d9c-a8d5-a7f4f90bf704,internalAndExternal,8848,https://childcare.ececd.nm.gov/-8848
,f662129d-4a82-4fb0-bca2-e4a35af793ff,internalAndExternal,8920,https://childcare.ececd.nm.gov/-8920
63951,fe088813-a5fa-464a-8ad6-942cd9f160f0,internalAndExternal,8926,https://childcare.ececd.nm.gov/-8926
155362,0e036797-2c57-4742-9005-829c7b49d87d,internalAndExternal,8962,https://childcare.ececd.nm.gov/-8962
155154,b5523cf1-39ec-451a-8d5f-0fdf7149759a,internalAndExternal,8974,https://childcare.ececd.nm.gov/-8974
346219,01c30f23-e83c-44ab-9c49-266ac994b2fd,internalAndExternal,8975,https://childcare.ececd.nm.gov/-8975
155251,cd0847e8-d428-4760-956a-5debb9597620,internalAndExternal,8986,https://childcare.ececd.nm.gov/-8986
64325,d5a61779-9254-49f8-80fa-bdd6d00ffaa9,internalAndExternal,9021,https://childcare.ececd.nm.gov/-9021
,48f0ccec-ab5b-4c08-b7d2-a022f2a9b741,internalAndExternal,9071,https://childcare.ececd.nm.gov/-9071
63685,87758f3c-bf28-4c62-be88-6f9c27a336f1,internalAndExternal,9105,https://childcare.ececd.nm.gov/-9105
154594,4b8d25c0-8138-47c8-b8ab-672716b9bf9e,internalAndExternal,9115,https://childcare.ececd.nm.gov/-9115
63987,e6c44526-3f70-44a2-9459-00d6d9329147,internalAndExternal,9119,https://childcare.ececd.nm.gov/-9119
63642,2c91d858-4a67-479f-8b4c-a04ee3c0c35a,internalAndExternal,9142,https://childcare.ececd.nm.gov/-9142
125716,71f7017f-73fd-4f6f-be28-1b1cbbebf451,internalAndExternal,9148,https://childcare.ececd.nm.gov/-9148
155279,45eb47f6-a304-45f9-bb1c-83291fedb88e,internalAndExternal,9164,https://childcare.ececd.nm.gov/-9164
,aec6b3dc-11f9-4abc-ae4d-846f1f2830bc,internalAndExternal,9203,https://childcare.ececd.nm.gov/-9203
,1e924743-5655-48b8-a621-16f0bd73f7eb,internalAndExternal,9210,https://childcare.ececd.nm.gov/-9210
155132,666d8cc6-bd2d-41d7-b12e-6e1034d7aea0,internalAndExternal,9243,https://childcare.ececd.nm.gov/-9243
347306,23945021-c9e2-4461-97fd-769d7fd6b4ce,internalAndExternal,9249,https://childcare.ececd.nm.gov/-9249
64450,4ce6368b-790b-45a7-8453-c99fa8a9b950,internalAndExternal,9354,https://childcare.ececd.nm.gov/-9354
155377,855011d6-57c4-4ef5-bc61-10bf6981ce25,internalAndExternal,9380,https://childcare.ececd.nm.gov/-9380
,aac0fef9-1cd8-42e4-aa28-f0cb1d4b88b7,internalAndExternal,9386,https://childcare.ececd.nm.gov/-9386
363861,855fb8d3-2ec0-40f2-a364-fb91227391b4,internalAndExternal,9391,https://childcare.ececd.nm.gov/-9391
63986,31c1f527-e7be-44ad-86fa-2be4037f37c5,internalAndExternal,9404,https://childcare.ececd.nm.gov/-9404
64383,4ca07ba4-287e-42ed-bd26-b4754a0a762d,internalAndExternal,9415,https://childcare.ececd.nm.gov/-9415
,851b6b0f-3c08-4613-88ea-8ed1d52ce9be,internalAndExternal,9439,https://childcare.ececd.nm.gov/-9439
155039,8ab9ab05-cfc2-4d52-867e-0fcabde3c936,internalAndExternal,9442,https://childcare.ececd.nm.gov/-9442
64372,384b1792-db8d-4340-9f56-db60e35638c8,internalAndExternal,9485,https://childcare.ececd.nm.gov/-9485
330512,7ab30467-5201-4986-bac3-eb9d4683f714,internalAndExternal,9531,https://childcare.ececd.nm.gov/-9531
353416,76990315-c922-48a8-aac3-4966cf24ddb7,internalAndExternal,9536,https://childcare.ececd.nm.gov/-9536
64311,f7733b7b-fb48-4562-9d79-f3c8e7557f04,internalAndExternal,9744,https://childcare.ececd.nm.gov/-9744
,3b3a490a-3fde-4442-9f05-aa3c8dc8728d,internalAndExternal,9753,https://childcare.ececd.nm.gov/-9753
329789,87da0c09-c29e-40f3-a145-406ec199c12d,internalAndExternal,10851,https://childcare.ececd.nm.gov/-10851
63820,878ca802-27c0-45bc-bc4d-1520f6cffa0f,internalAndExternal,10872,https://childcare.ececd.nm.gov/-10872
64184,bc719ed1-43b3-4720-b951-7dd0a9caaa55,internalAndExternal,10874,https://childcare.ececd.nm.gov/-10874
64431,0037ece9-7aad-453e-a8f9-d2d1d14e24a5,internalAndExternal,10877,https://childcare.ececd.nm.gov/-10877
64239,3a6e4716-db90-4505-b613-e5b9af1b0537,internalAndExternal,10884,https://childcare.ececd.nm.gov/-10884
63848,71507dff-fddf-4bfe-b6d2-532ebdd2eef9,internalAndExternal,10899,https://childcare.ececd.nm.gov/-10899
64229,8c550785-7d62-41a3-87e6-0650bf394284,internalAndExternal,10904,https://childcare.ececd.nm.gov/-10904
63828,f44a8dda-b30d-421f-937a-94c48403b131,internalAndExternal,10905,https://childcare.ececd.nm.gov/-10905
63701,27111da3-77c1-4591-81a8-32a0a35d98f0,internalAndExternal,10916,https://childcare.ececd.nm.gov/-10916
63745,23fbc6cd-dfdf-4293-9ca8-53af019ff040,internalAndExternal,10917,https://childcare.ececd.nm.gov/-10917
63696,945e6892-5181-4892-8a7b-b609e7af5a5e,internalAndExternal,10943,https://childcare.ececd.nm.gov/-10943
64288,8d8291d2-b397-4e23-8a91-2eaf24a7f1f2,internalAndExternal,10953,https://childcare.ececd.nm.gov/-10953
,77c524de-17ec-47f1-8c70-c5c059c69e4d,internalAndExternal,10955,https://childcare.ececd.nm.gov/-10955
64392,f03350d0-31c6-4df0-ac1b-841cae29a20d,internalAndExternal,10958,https://childcare.ececd.nm.gov/-10958
63742,b070b2ff-cffa-4c86-b810-c0e59c57e130,internalAndExternal,10959,https://childcare.ececd.nm.gov/-10959
63947,cc73acb2-dea7-4a35-8a42-b483e3ca52bc,internalAndExternal,10962,https://childcare.ececd.nm.gov/-10962
63976,1b4422c0-1926-449b-a5ba-a6801771c9f4,internalAndExternal,10966,https://childcare.ececd.nm.gov/-10966
,5f50dcce-7978-4463-8d10-79fb6e40c82c,internalAndExternal,10972,https://childcare.ececd.nm.gov/-10972
64062,09ceb31a-a9af-437a-968e-d49e4380d756,internalAndExternal,10973,https://childcare.ececd.nm.gov/-10973
,5ae49403-4d93-4452-b6ff-cfa931013132,internalAndExternal,10974,https://childcare.ececd.nm.gov/-10974
63814,e5b6f5db-d056-4d59-9865-f0d138cf25ca,internalAndExternal,10975,https://childcare.ececd.nm.gov/-10975
63964,7170c6e7-6686-492b-add9-a3f91280a5e9,internalAndExternal,11001,https://childcare.ececd.nm.gov/-11001
64190,ab9dd98e-9d7d-4c18-ba8d-8b7f48598bce,internalAndExternal,11007,https://childcare.ececd.nm.gov/-11007
63854,8575ac94-17d6-4e13-bc96-9b5d81f8f36b,internalAndExternal,11029,https://childcare.ececd.nm.gov/-11029
64345,54d899ee-e859-45e6-9263-c00ef01867b8,internalAndExternal,11053,https://childcare.ececd.nm.gov/-11053
63666,084b1e02-c45f-4035-ab04-24806b474478,internalAndExternal,11073,https://childcare.ececd.nm.gov/-11073
63955,3fca7f3c-abb7-42f4-9f64-0015acfbf8a7,internalAndExternal,11103,https://childcare.ececd.nm.gov/-11103
64134,1d2416f8-6e7b-4878-9e29-3fd7d1b4d980,internalAndExternal,11123,https://childcare.ececd.nm.gov/-11123
64205,0cdd5fe0-3983-49eb-8e36-5818cd9d8330,internalAndExternal,11124,https://childcare.ececd.nm.gov/-11124
,0eaecb47-3aa4-4f1c-8ac2-cbe86ccfa906,internalAndExternal,11126,https://childcare.ececd.nm.gov/-11126
64194,dc9c0b07-df11-49a9-9048-a2d7a075bcce,internalAndExternal,11132,https://childcare.ececd.nm.gov/-11132
,7d4123a1-bda3-40d8-a80a-e600f63e9d1e,internalAndExternal,11145,https://childcare.ececd.nm.gov/-11145
,27a00581-fc89-4ae7-9d99-34587274deef,internalAndExternal,11149,https://childcare.ececd.nm.gov/-11149
63897,fb8bf0ca-7f74-49dc-9875-2dfa3a4b1717,internalAndExternal,11155,https://childcare.ececd.nm.gov/-11155
,cca1be2f-67fe-41cc-ad11-9bbff7c2bd48,internalAndExternal,11169,https://childcare.ececd.nm.gov/-11169
,ba7ddb98-6714-4373-92ee-e9bb05c905ca,internalAndExternal,11201,https://childcare.ececd.nm.gov/-11201
64143,4d717f9f-5f1d-4e63-b184-38355defeaa8,internalAndExternal,11204,https://childcare.ececd.nm.gov/-11204
63829,f4d90969-73a6-4c1e-b647-35775016adaa,internalAndExternal,11229,https://childcare.ececd.nm.gov/-11229
64163,b6e41fd1-e569-41eb-8470-135938edf32f,internalAndExternal,11232,https://childcare.ececd.nm.gov/-11232
